"Facility Satisfaction","Curriculum Quality","Teaching Learning","Campus Services","Student Support","Digital Readiness","Wellbeing","Overall Satisfaction","Sector","Gender"
58.3333333333333,60,NA,NA,60,50,60,58.0645161290323,"Public","Female"
65,76.3636363636364,NA,NA,60,80,80,70,"Public","Female"
80,80,NA,60,65,70,80,76.875,"Public","Female"
65,78.1818181818182,NA,NA,60,50,60,68.9655172413793,"Public","Female"
53.3333333333333,38.1818181818182,NA,NA,65,40,60,50.3225806451613,"Public","Male"
60,63.6363636363636,NA,NA,60,20,80,60,"Public","Male"
48.3333333333333,63.6363636363636,NA,60,70,80,100,59.375,"Public","Female"
46.6666666666667,61.8181818181818,20,60,70,NA,80,55.625,"Public","Female"
70,72.7272727272727,NA,NA,55,40,60,66.4516129032258,"Public","Female"
78.3333333333333,70.9090909090909,NA,60,60,40,80,71.3333333333333,"Public","Female"
26.6666666666667,40,NA,60,60,40,80,41.25,"Public","Female"
46.6666666666667,70.9090909090909,NA,NA,70,50,60,59.3548387096774,"Public","Male"
43.3333333333333,52.7272727272727,NA,NA,80,NA,100,54.6666666666667,"Public","Female"
60,76.3636363636364,NA,NA,60,80,100,65.625,"Public","Female"
38.3333333333333,32.7272727272727,40,NA,70,40,40,41.875,"Public","Female"
68.3333333333333,85.4545454545455,NA,NA,65,50,100,74.8387096774193,"Public","Female"
71.6666666666667,80,NA,NA,68,53.3333333333333,40,71.5151515151515,"Public","Female"
66.6666666666667,78.1818181818182,NA,NA,53.3333333333333,40,60,66.6666666666667,"Public","Female"
71.6666666666667,80,NA,NA,50,40,60,70.7142857142857,"Public","Female"
46.6666666666667,58.1818181818182,NA,60,60,60,60,55.4838709677419,"Public","Female"
68.3333333333333,85.4545454545455,NA,60,30,50,40,68.6666666666667,"Public","Female"
73.3333333333333,72.7272727272727,NA,NA,60,60,100,70,"Public","Female"
40,60,NA,NA,60,40,60,51.875,"Public","Male"
78.3333333333333,80,NA,NA,65,80,80,76.1290322580645,"Public","Female"
53.3333333333333,60,40,60,50,50,60,54.7058823529412,"Public","Female"
73.3333333333333,74.5454545454545,NA,60,66.6666666666667,40,60,71.3333333333333,"Public","Female"
45,78.1818181818182,NA,60,55,60,80,59.375,"Public","Female"
58.3333333333333,60,20,60,72,70,80,62.3529411764706,"Public","Female"
80,100,NA,NA,56,70,80,80.6060606060606,"Public","Female"
40,52.7272727272727,NA,NA,50,40,60,46.4516129032258,"Public","Female"
51.6666666666667,43.6363636363636,40,NA,64,20,60,50.5882352941176,"Public","Female"
31.6666666666667,36.3636363636364,NA,60,33.3333333333333,30,60,36.1290322580645,"Public","Female"
40,76.3636363636364,NA,60,60,60,80,58.75,"Public","Female"
66.6666666666667,76.3636363636364,NA,NA,52,53.3333333333333,60,66.25,"Private","Female"
50,58.1818181818182,NA,NA,60,20,80,54.8387096774194,"Public","Female"
70,67.2727272727273,NA,NA,73.3333333333333,30,60,66.4516129032258,"Public","Female"
71.6666666666667,72.7272727272727,NA,60,48,60,80,67.5,"Public","Female"
55,45.4545454545455,NA,60,65,NA,100,53.5483870967742,"Public","Female"
68.3333333333333,76.3636363636364,NA,60,60,60,80,69.375,"Public","Female"
46.6666666666667,41.8181818181818,NA,NA,70,70,60,49.6774193548387,"Public","Female"
66.6666666666667,72.7272727272727,40,NA,55,70,40,64.8484848484848,"Public","Female"
71.6666666666667,54.5454545454545,NA,NA,40,50,60,59.3333333333333,"Public","Female"
23.3333333333333,60,NA,NA,20,80,80,43.7037037037037,"Public","Male"
80,60,NA,60,80,60,60,70,"Public","Female"
80,80,NA,NA,68,80,80,76.25,"Public","Female"
58.3333333333333,34.5454545454545,NA,NA,73.3333333333333,NA,80,50.7142857142857,"Public","Female"
70,72.7272727272727,NA,NA,64,50,80,69.375,"Public","Female"
38.3333333333333,36.3636363636364,NA,NA,66.6666666666667,50,20,42,"Public","Female"
66.6666666666667,52.7272727272727,NA,60,60,NA,40,60,"Public","Female"
60,60,NA,NA,30,40,20,55.1724137931035,"Public","Male"
81.6666666666667,74.5454545454545,NA,NA,60,60,80,73.5483870967742,"Public","Female"
60,60,NA,NA,40,40,80,58.0645161290323,"Public","Female"
80,36.3636363636364,NA,NA,70,80,80,63.3333333333333,"Public","Female"
60,60,NA,NA,65,NA,60,60.6896551724138,"Public","Female"
60,80,NA,NA,60,NA,60,68.5714285714286,"Public","Female"
20,47.2727272727273,NA,NA,60,50,60,40,"Public","Female"
73.3333333333333,76.3636363636364,40,NA,68,100,80,73.75,"Public","Female"
78.3333333333333,80,NA,NA,65,80,80,77.4193548387097,"Public","Female"
66.6666666666667,80,NA,NA,60,80,80,69.0322580645161,"Public","Male"
60,60,NA,NA,40,60,60,60,"Public","Male"
30,45.4545454545455,NA,60,80,20,60,45.1612903225806,"Public","Male"
70,78.1818181818182,NA,NA,75,NA,80,72.6666666666667,"Public","Female"
28.3333333333333,30.9090909090909,NA,NA,68,60,80,41.25,"Public","Female"
58.3333333333333,80,NA,60,60,60,60,67.3333333333333,"Public","Female"
75,80,20,NA,56,80,80,71.25,"Public","Female"
80,61.8181818181818,NA,NA,64,NA,60,70.6666666666667,"Public","Female"
40,65.4545454545455,NA,60,70,60,80,57.4193548387097,"Public","Female"
38.3333333333333,29.0909090909091,NA,NA,70,60,60,42.5,"Public","Female"
41.6666666666667,60,NA,NA,60,30,100,51.3333333333333,"Private","Female"
43.3333333333333,41.8181818181818,40,60,48,40,60,44.2424242424242,"Public","Male"
20,20,NA,NA,72,NA,60,30.9677419354839,"Public","Female"
61.6666666666667,58.1818181818182,NA,NA,65,NA,60,60.6896551724138,"Public","Female"
30,38.1818181818182,40,60,53.3333333333333,20,60,37.4193548387097,"Public","Male"
98.3333333333333,96.3636363636364,NA,NA,60,80,60,87.741935483871,"Public","Male"
80,80,40,60,46.6666666666667,NA,100,74.6666666666667,"Public","Female"
78.3333333333333,70.9090909090909,NA,NA,70,20,80,72,"Public","Female"
21.6666666666667,20,40,NA,50,70,80,30.3030303030303,"Public","Female"
63.3333333333333,54.5454545454545,NA,60,60,NA,60,60.6666666666667,"Public","Female"
80,80,NA,60,70,NA,80,78,"Public","Female"
43.3333333333333,41.8181818181818,NA,NA,70,20,80,47.3333333333333,"Public","Male"
33.3333333333333,21.8181818181818,NA,60,50,60,80,35.625,"Public","Female"
61.6666666666667,72.7272727272727,NA,60,60,60,80,66.4516129032258,"Public","Female"
95,100,NA,NA,52,80,60,86.875,"Public","Female"
61.6666666666667,72.7272727272727,NA,NA,55,33.3333333333333,60,62.4242424242424,"Public","Female"
63.3333333333333,81.8181818181818,40,NA,65,40,80,69.6774193548387,"Public","Female"
55,65.4545454545455,NA,NA,60,40,80,59.3103448275862,"Private","Female"
51.6666666666667,45.4545454545455,NA,NA,65,20,40,50,"Private","Female"
60,72.7272727272727,NA,NA,55,60,80,65.1612903225807,"Public","Female"
75,56.3636363636364,NA,NA,40,60,80,64.1379310344828,"Public","Female"
80,60,NA,NA,60,70,60,68.125,"Public","Female"
60,60,NA,60,60,50,80,60,"Private","Female"
51.6666666666667,50.9090909090909,NA,NA,75,20,60,52.9032258064516,"Public","Female"
73.3333333333333,63.6363636363636,NA,NA,65,60,60,66.4516129032258,"Public","Female"
66.6666666666667,54.5454545454545,20,60,75,60,100,63.125,"Public","Female"
53.3333333333333,49.0909090909091,NA,NA,65,20,80,54,"Public","Female"
66.6666666666667,52.7272727272727,NA,NA,60,53.3333333333333,60,59.3333333333333,"Public","Female"
55,76.3636363636364,NA,60,70,NA,100,66.4516129032258,"Public","Female"
86.6666666666667,92.7272727272727,NA,NA,60,NA,100,86.6666666666667,"Public","Female"
46.6666666666667,40,40,NA,55,50,80,46.25,"Public","Female"
76.6666666666667,72.7272727272727,NA,NA,60,60,80,70,"Public","Female"
81.6666666666667,80,NA,NA,60,40,60,74.6666666666667,"Public","Female"
80,80,NA,NA,76,70,80,76.969696969697,"Public","Female"
55,80,NA,NA,60,70,80,66.875,"Public","Female"
50,78.1818181818182,NA,NA,40,50,60,58.7096774193548,"Public","Female"
46.6666666666667,52.7272727272727,20,60,45,80,60,52.1212121212121,"Public","Female"
56.6666666666667,61.8181818181818,NA,NA,60,NA,80,59.3548387096774,"Public","Female"
58.3333333333333,67.2727272727273,NA,60,64,40,60,60.6060606060606,"Public","Female"
78.3333333333333,78.1818181818182,NA,NA,60,NA,80,76.551724137931,"Public","Male"
48.3333333333333,54.5454545454545,NA,60,60,NA,100,54.6666666666667,"Public","Female"
60,56.3636363636364,NA,NA,66.6666666666667,60,80,60,"Public","Female"
65,67.2727272727273,NA,60,56,NA,80,64.6666666666667,"Public","Female"
96.6666666666667,100,NA,NA,70,100,100,92.6666666666667,"Public","Female"
33.3333333333333,36.3636363636364,NA,NA,80,20,40,42,"Public","Female"
43.3333333333333,47.2727272727273,NA,NA,68,50,40,48.4848484848485,"Public","Female"
78.3333333333333,90.9090909090909,NA,NA,55,NA,100,80,"Public","Female"
61.6666666666667,58.1818181818182,40,NA,80,NA,80,61.4285714285714,"Public","Female"
48.3333333333333,65.4545454545455,NA,NA,45,20,80,54.1935483870968,"Public","Female"
71.6666666666667,60,NA,NA,60,NA,80,64.1379310344828,"Public","Male"
36.6666666666667,58.1818181818182,NA,NA,66.6666666666667,20,20,47.1428571428571,"Public","Female"
90,90.9090909090909,NA,NA,70,60,60,83.8709677419355,"Public","Female"
85,90.9090909090909,NA,NA,65,60,60,80,"Public","Male"
65,76.3636363636364,NA,NA,55,60,60,68,"Public","Female"
70,69.0909090909091,NA,60,66.6666666666667,100,80,69.3333333333333,"Public","Female"
60,60,40,60,56,60,60,58.7878787878788,"Public","Female"
88.3333333333333,92.7272727272727,NA,60,68,80,80,83.75,"Public","Female"
100,96.3636363636364,NA,NA,53.3333333333333,NA,80,90.7142857142857,"Public","Female"
41.6666666666667,38.1818181818182,NA,NA,46.6666666666667,20,60,42,"Public","Female"
43.3333333333333,80,20,60,55,NA,80,58.7096774193548,"Public","Female"
38.3333333333333,36.3636363636364,NA,NA,65,20,60,42,"Public","Female"
88.3333333333333,80,NA,NA,65,100,60,80,"Public","Female"
68.3333333333333,78.1818181818182,40,NA,52,50,60,67.8787878787879,"Public","Female"
36.6666666666667,60,NA,NA,65,70,60,51.875,"Public","Female"
56.6666666666667,58.1818181818182,40,NA,46.6666666666667,40,80,55.3333333333333,"Public","Female"
80,98.1818181818182,20,NA,65,100,80,81.9354838709677,"Public","Female"
98.3333333333333,98.1818181818182,NA,60,65,80,80,90.9677419354839,"Public","Female"
76.6666666666667,67.2727272727273,NA,60,66.6666666666667,50,60,69.3333333333333,"Public","Female"
70,80,NA,60,60,NA,60,71.3333333333333,"Public","Female"
48.3333333333333,61.8181818181818,NA,NA,66.6666666666667,40,100,56.6666666666667,"Public","Female"
65,89.0909090909091,NA,NA,68,40,80,74,"Public","Female"
100,100,NA,NA,70,80,60,94.2857142857143,"Public","Male"
80,76.3636363636364,NA,NA,53.3333333333333,60,80,73.7931034482759,"Public","Female"
81.6666666666667,67.2727272727273,NA,NA,60,20,80,70.3448275862069,"Public","Male"
40,20,NA,NA,40,20,20,32.1428571428571,"Public","Female"
41.6666666666667,34.5454545454545,NA,60,60,40,80,45,"Public","Female"
65,72.7272727272727,NA,60,60,70,60,66.6666666666667,"Public","Female"
56.6666666666667,54.5454545454545,20,NA,46.6666666666667,20,60,52.9032258064516,"Public","Female"
63.3333333333333,80,40,60,60,NA,60,68.3870967741936,"Public","Female"
30,27.2727272727273,NA,60,55,30,60,34.1935483870968,"Public","Male"
80,80,NA,NA,68,80,80,78.7096774193548,"Public","Female"
80,80,NA,60,70,70,60,76.3636363636364,"Public","Female"
80,80,40,NA,52,70,80,72.9411764705882,"Public","Female"
63.3333333333333,74.5454545454545,NA,60,64,60,60,66.25,"Public","Female"
81.6666666666667,90.9090909090909,NA,NA,52,60,60,76.875,"Public","Female"
86.6666666666667,83.6363636363636,NA,NA,65,70,80,80,"Private","Male"
73.3333333333333,81.8181818181818,NA,NA,64,80,60,74.8387096774193,"Public","Female"
56.6666666666667,81.8181818181818,NA,NA,50,60,60,66,"Public","Female"
65,49.0909090909091,40,60,44,40,60,54.2857142857143,"Private","Male"
80,80,NA,NA,64,70,80,75.625,"Public","Female"
85,83.6363636363636,NA,NA,70,53.3333333333333,80,77.5757575757576,"Public","Male"
73.3333333333333,70.9090909090909,NA,NA,60,80,80,70.6666666666667,"Public","Female"
38.3333333333333,29.0909090909091,20,NA,50,20,20,33.5714285714286,"Public","Male"
96.6666666666667,94.5454545454545,NA,NA,53.3333333333333,60,80,86.4516129032258,"Private","Female"
23.3333333333333,47.2727272727273,NA,NA,64,40,80,42.5806451612903,"Public","Male"
83.3333333333333,78.1818181818182,NA,NA,65,80,80,76.1290322580645,"Public","Female"
73.3333333333333,90.9090909090909,NA,60,66.6666666666667,80,100,78.7096774193548,"Private","Male"
66.6666666666667,65.4545454545455,20,NA,66.6666666666667,50,80,64.5161290322581,"Public","Female"
71.6666666666667,67.2727272727273,NA,NA,60,40,60,65.3333333333333,"Public","Female"
61.6666666666667,98.1818181818182,NA,60,55,60,60,73.75,"Public","Male"
63.3333333333333,54.5454545454545,NA,NA,40,40,80,58.5714285714286,"Public","Female"
81.6666666666667,90.9090909090909,NA,NA,50,80,80,79.3333333333333,"Public","Female"
48.3333333333333,58.1818181818182,NA,NA,66.6666666666667,50,60,56,"Public","Female"
51.6666666666667,60,NA,60,68,NA,60,57.5,"Public","Female"
65,80,40,NA,64,NA,80,68.75,"Public","Male"
20,32.7272727272727,NA,60,40,20,20,28.2758620689655,"Public","Male"
48.3333333333333,60,40,NA,30,50,60,52.258064516129,"Public","Female"
75,56.3636363636364,40,60,64,40,80,63.4285714285714,"Public","Male"
48.3333333333333,52.7272727272727,NA,NA,60,40,40,51.3333333333333,"Public","Female"
45,83.6363636363636,NA,NA,65,60,80,62.5806451612903,"Public","Female"
41.6666666666667,41.8181818181818,NA,NA,75,60,100,49.6774193548387,"Public","Female"
76.6666666666667,78.1818181818182,NA,NA,56,NA,80,72.6666666666667,"Public","Female"
30,49.0909090909091,NA,60,55,20,80,42.5,"Public","Female"
60,76.3636363636364,NA,NA,68,20,100,67.3333333333333,"Public","Male"
56.6666666666667,74.5454545454545,20,NA,65,50,60,62.4242424242424,"Public","Male"
78.3333333333333,80,NA,NA,60,NA,100,76.551724137931,"Public","Female"
66.6666666666667,63.6363636363636,NA,NA,50,80,80,63.2258064516129,"Public","Female"
61.6666666666667,50.9090909090909,NA,NA,50,80,60,56.6666666666667,"Public","Female"
81.6666666666667,70.9090909090909,NA,NA,66.6666666666667,100,80,74.6666666666667,"Private","Male"
100,83.6363636363636,NA,NA,65,80,80,86,"Public","Female"
46.6666666666667,85.4545454545455,NA,60,60,60,60,65.3333333333333,"Public","Female"
88.3333333333333,74.5454545454545,NA,60,70,NA,60,79.3333333333333,"Public","Male"
65,85.4545454545455,NA,NA,68,40,60,71.875,"Public","Female"
68.3333333333333,80,NA,60,55,40,100,71.6129032258064,"Public","Male"
51.6666666666667,50.9090909090909,NA,NA,46.6666666666667,40,40,50.3448275862069,"Public","Female"
80,80,NA,NA,60,NA,80,76.551724137931,"Public","Male"
36.6666666666667,56.3636363636364,NA,NA,50,50,60,47.0967741935484,"Public","Female"
81.6666666666667,78.1818181818182,NA,NA,60,60,100,74.1935483870968,"Private","Male"
38.3333333333333,45.4545454545455,NA,60,55,50,60,45,"Public","Female"
60,60,NA,NA,64,NA,60,60.6666666666667,"Public","Female"
68.3333333333333,80,NA,NA,68,NA,60,72.258064516129,"Public","Female"
70,74.5454545454545,NA,NA,66.6666666666667,NA,80,70.7142857142857,"Public","Female"
48.3333333333333,87.2727272727273,NA,60,64,50,60,65,"Public","Female"
78.3333333333333,80,NA,NA,64,NA,80,74.1935483870968,"Public","Female"
46.6666666666667,89.0909090909091,NA,NA,50,NA,60,65.5172413793103,"Public","Female"
71.6666666666667,52.7272727272727,40,NA,70,NA,100,64,"Public","Male"
80,80,NA,60,70,50,80,76.1290322580645,"Public","Female"
61.6666666666667,63.6363636363636,NA,60,60,NA,60,62.0689655172414,"Public","Male"
51.6666666666667,60,NA,60,50,40,60,54.1935483870968,"Public","Female"
80,80,NA,NA,40,40,40,75,"Public","Female"
65,70.9090909090909,NA,60,60,40,60,65,"Public","Male"
60,58.1818181818182,NA,NA,60,NA,40,59.3333333333333,"Public","Female"
40,21.8181818181818,NA,NA,75,20,20,36.551724137931,"Public","Female"
91.6666666666667,98.1818181818182,NA,NA,55,80,80,88,"Public","Female"
50,43.6363636363636,NA,NA,65,40,60,50,"Public","Female"
78.3333333333333,87.2727272727273,NA,NA,55,80,60,77.3333333333333,"Public","Male"
38.3333333333333,58.1818181818182,NA,NA,68,NA,60,52.258064516129,"Public","Male"
40,49.0909090909091,NA,NA,80,30,60,48,"Public","Female"
73.3333333333333,45.4545454545455,NA,NA,60,NA,100,62.0689655172414,"Public","Female"
58.3333333333333,60,NA,60,70,33.3333333333333,60,58.1818181818182,"Public","Female"
60,50.9090909090909,NA,60,50,20,40,53.7931034482759,"Private","Female"
61.6666666666667,94.5454545454545,NA,NA,60,NA,80,73.3333333333333,"Public","Female"
43.3333333333333,34.5454545454545,NA,60,65,20,20,42.5806451612903,"Public","Female"
60,83.6363636363636,NA,NA,40,60,100,67.0967741935484,"Public","Female"
90,94.5454545454545,NA,NA,60,80,80,84.6666666666667,"Public","Female"
88.3333333333333,90.9090909090909,NA,NA,73.3333333333333,40,80,82.6666666666667,"Public","Female"
81.6666666666667,80,NA,NA,55,80,80,77.3333333333333,"Public","Female"
61.6666666666667,43.6363636363636,NA,NA,46.6666666666667,20,20,48.6666666666667,"Public","Female"
20,20,NA,60,64,60,60,32.1212121212121,"Public","Female"
66.6666666666667,72.7272727272727,NA,NA,50,80,80,68.3870967741936,"Public","Female"
55,78.1818181818182,NA,NA,70,50,80,65.8064516129032,"Public","Female"
45,41.8181818181818,NA,NA,20,30,40,41.2903225806452,"Public","Female"
50,56.3636363636364,NA,60,65,20,80,54.6666666666667,"Public","Female"
45,43.6363636363636,NA,NA,60,100,100,50.3448275862069,"Public","Female"
51.6666666666667,50.9090909090909,NA,60,55,NA,60,53.5483870967742,"Public","Female"
56.6666666666667,60,NA,60,64,NA,60,60.6451612903226,"Public","Female"
46.6666666666667,65.4545454545455,NA,NA,46.6666666666667,20,60,52.6666666666667,"Public","Female"
41.6666666666667,40,NA,NA,50,30,40,43.75,"Public","Male"
80,41.8181818181818,NA,NA,56,20,60,57.5,"Public","Female"
51.6666666666667,61.8181818181818,NA,60,60,80,60,58.0645161290323,"Public","Female"
48.3333333333333,47.2727272727273,NA,NA,60,60,60,50.3448275862069,"Public","Male"
50,36.3636363636364,NA,NA,73.3333333333333,30,80,46.8965517241379,"Public","Female"
61.6666666666667,94.5454545454545,NA,NA,65,NA,100,75.3333333333333,"Public","Male"
56.6666666666667,45.4545454545455,NA,60,66.6666666666667,40,40,53.3333333333333,"Public","Female"
51.6666666666667,45.4545454545455,NA,NA,65,20,100,51.25,"Public","Female"
78.3333333333333,76.3636363636364,NA,60,55,70,60,72.1212121212121,"Public","Female"
58.3333333333333,47.2727272727273,NA,NA,66.6666666666667,40,60,56,"Public","Female"
43.3333333333333,27.2727272727273,NA,NA,60,NA,60,40,"Public","Female"
41.6666666666667,27.2727272727273,NA,NA,40,30,60,36.551724137931,"Public","Male"
21.6666666666667,21.8181818181818,NA,60,65,40,80,32.9032258064516,"Public","Female"
61.6666666666667,63.6363636363636,NA,NA,64,20,80,62,"Public","Female"
61.6666666666667,70.9090909090909,40,60,60,80,80,64.2424242424242,"Public","Female"
73.3333333333333,87.2727272727273,NA,NA,60,100,80,76.6666666666667,"Private","Female"
75,81.8181818181818,NA,NA,60,80,80,75.4838709677419,"Public","Female"
50,63.6363636363636,NA,60,46.6666666666667,50,80,56,"Public","Female"
83.3333333333333,94.5454545454545,NA,NA,65,40,80,81.2903225806452,"Public","Female"
60,60,NA,NA,64,40,60,60,"Public","Female"
63.3333333333333,76.3636363636364,20,60,56,NA,80,63.6363636363636,"Public","Female"
63.3333333333333,65.4545454545455,NA,NA,53.3333333333333,40,80,62,"Public","Female"
56.6666666666667,60,NA,NA,55,80,80,58.7096774193548,"Public","Female"
55,54.5454545454545,NA,NA,50,NA,60,53.7931034482759,"Public","Female"
46.6666666666667,52.7272727272727,NA,NA,66.6666666666667,50,60,51.7241379310345,"Public","Female"
81.6666666666667,60,NA,NA,60,50,80,66.875,"Public","Male"
41.6666666666667,56.3636363636364,NA,60,60,40,100,52.258064516129,"Public","Male"
21.6666666666667,61.8181818181818,NA,NA,53.3333333333333,40,20,43.448275862069,"Public","Female"
60,58.1818181818182,40,NA,60,20,60,55.3333333333333,"Public","Female"
51.6666666666667,58.1818181818182,NA,NA,70,60,60,57.4193548387097,"Public","Female"
41.6666666666667,47.2727272727273,NA,NA,60,60,80,48.125,"Public","Female"
30,29.0909090909091,NA,60,66.6666666666667,60,80,39.3548387096774,"Public","Female"
80,36.3636363636364,NA,NA,60,40,60,57.9310344827586,"Public","Male"
70,34.5454545454545,NA,60,50,50,60,53.1034482758621,"Public","Male"
80,83.6363636363636,NA,NA,64,NA,60,76.6666666666667,"Public","Female"
91.6666666666667,89.0909090909091,NA,NA,64,NA,80,83.8709677419355,"Public","Female"
53.3333333333333,69.0909090909091,NA,60,72,40,60,61.2121212121212,"Public","Male"
48.3333333333333,54.5454545454545,NA,NA,60,40,80,52.258064516129,"Public","Female"
68.3333333333333,89.0909090909091,NA,NA,65,50,60,73.5483870967742,"Public","Female"
68.3333333333333,78.1818181818182,NA,NA,65,40,100,70.9677419354839,"Public","Female"
51.6666666666667,63.6363636363636,40,NA,60,NA,80,57.3333333333333,"Public","Female"
40,36.3636363636364,NA,NA,70,20,20,41.3793103448276,"Public","Female"
88.3333333333333,94.5454545454545,NA,NA,40,40,60,81.3793103448276,"Public","Female"
58.3333333333333,47.2727272727273,NA,NA,55,20,80,52.9032258064516,"Public","Female"
58.3333333333333,43.6363636363636,NA,NA,30,80,60,52.4137931034483,"Public","Female"
83.3333333333333,81.8181818181818,NA,60,65,20,60,77.4193548387097,"Public","Female"
26.6666666666667,27.2727272727273,NA,NA,56,60,80,36.25,"Public","Male"
53.3333333333333,21.8181818181818,40,60,30,NA,20,39.3103448275862,"Public","Female"
63.3333333333333,56.3636363636364,NA,60,73.3333333333333,30,80,60,"Public","Female"
70,74.5454545454545,NA,NA,70,NA,60,71.4285714285714,"Public","Female"
86.6666666666667,96.3636363636364,NA,NA,64,NA,80,85.3333333333333,"Public","Male"
65,74.5454545454545,NA,NA,50,40,80,67.3333333333333,"Public","Female"
81.6666666666667,83.6363636363636,NA,NA,20,80,60,75.7142857142857,"Public","Female"
30,40,NA,NA,60,20,60,38,"Public","Female"
48.3333333333333,56.3636363636364,40,NA,73.3333333333333,NA,60,54.4827586206897,"Public","Female"
61.6666666666667,69.0909090909091,NA,60,60,60,80,64.375,"Public","Female"
40,41.8181818181818,NA,NA,53.3333333333333,40,40,42.6666666666667,"Public","Female"
45,67.2727272727273,NA,60,60,70,80,58.7096774193548,"Public","Female"
75,63.6363636363636,NA,NA,53.3333333333333,70,80,67.741935483871,"Public","Female"
36.6666666666667,47.2727272727273,NA,NA,66.6666666666667,20,40,43.5714285714286,"Public","Female"
58.3333333333333,65.4545454545455,NA,60,60,40,60,60,"Public","Female"
58.3333333333333,72.7272727272727,NA,60,46.6666666666667,40,60,62,"Public","Male"
58.3333333333333,60,NA,NA,70,40,60,58.75,"Public","Female"
48.3333333333333,74.5454545454545,NA,60,50,50,80,58.125,"Public","Female"
88.3333333333333,69.0909090909091,NA,NA,65,60,80,77.3333333333333,"Public","Female"
65,78.1818181818182,NA,NA,50,NA,60,67.5862068965517,"Public","Female"
28.3333333333333,45.4545454545455,NA,NA,64,40,80,43.75,"Public","Male"
53.3333333333333,56.3636363636364,NA,60,65,80,80,56.875,"Public","Male"
91.6666666666667,94.5454545454545,NA,NA,73.3333333333333,20,80,85.5172413793103,"Public","Female"
70,74.5454545454545,NA,60,64,50,60,67.8787878787879,"Public","Male"
61.6666666666667,58.1818181818182,40,NA,55,60,20,57.5,"Public","Female"
60,60,NA,NA,33.3333333333333,70,60,56.7741935483871,"Public","Female"
46.6666666666667,45.4545454545455,NA,60,60,40,60,49.0322580645161,"Public","Female"
78.3333333333333,78.1818181818182,NA,NA,60,40,60,72.6666666666667,"Public","Female"
43.3333333333333,23.6363636363636,NA,NA,60,NA,40,36.4285714285714,"Public","Male"
53.3333333333333,41.8181818181818,NA,NA,48,40,20,48.125,"Public","Female"
60,60,NA,60,40,60,60,57.9310344827586,"Public","Female"
71.6666666666667,80,NA,NA,65,40,60,70.9677419354839,"Public","Male"
60,72.7272727272727,40,NA,50,60,60,63.75,"Public","Female"
43.3333333333333,41.8181818181818,NA,NA,53.3333333333333,20,60,43.5714285714286,"Public","Male"
45,52.7272727272727,40,60,70,40,40,51.875,"Public","Male"
50,74.5454545454545,NA,60,65,60,80,62.5,"Public","Female"
56.6666666666667,50.9090909090909,NA,60,46.6666666666667,50,40,52.6666666666667,"Public","Female"
83.3333333333333,78.1818181818182,NA,60,60,70,80,76.25,"Private","Female"
80,83.6363636363636,NA,60,60,80,60,77.9310344827586,"Public","Female"
48.3333333333333,60,NA,60,60,NA,60,55,"Public","Female"
76.6666666666667,69.0909090909091,NA,60,46.6666666666667,60,60,68.6666666666667,"Public","Female"
60,52.7272727272727,NA,60,73.3333333333333,40,60,55.7575757575758,"Public","Female"
45,81.8181818181818,NA,NA,53.3333333333333,80,80,62.0689655172414,"Public","Male"
36.6666666666667,41.8181818181818,NA,NA,46.6666666666667,40,40,42.0689655172414,"Public","Female"
75,85.4545454545455,NA,60,60,60,60,74.1935483870968,"not determined","Female"
50,56.3636363636364,NA,NA,53.3333333333333,NA,60,54.2857142857143,"Public","Female"
63.3333333333333,56.3636363636364,NA,NA,46.6666666666667,40,20,56.4285714285714,"Public","Male"
53.3333333333333,60,NA,NA,73.3333333333333,40,60,57.2413793103448,"Public","Female"
53.3333333333333,45.4545454545455,NA,NA,66.6666666666667,50,80,52.4137931034483,"Public","Female"
73.3333333333333,80,NA,60,55,NA,100,72.6666666666667,"Public","Female"
20,23.6363636363636,NA,NA,46.6666666666667,20,60,25.5172413793103,"Public","Female"
46.6666666666667,65.4545454545455,NA,NA,60,60,80,58.0645161290323,"Public","Female"
38.3333333333333,38.1818181818182,40,NA,60,30,80,41.9354838709677,"Public","Female"
65,100,NA,NA,64,60,100,78.0645161290323,"Public","Male"
53.3333333333333,40,NA,60,55,40,60,49.375,"Public","Female"
56.6666666666667,65.4545454545455,NA,NA,65,30,60,58.7096774193548,"Public","Female"
40,45.4545454545455,NA,60,60,40,60,45.3333333333333,"Public","Male"
90,78.1818181818182,NA,NA,46.6666666666667,70,60,76.1290322580645,"Public","Female"
35,29.0909090909091,NA,60,35,20,60,35.625,"Private","Female"
43.3333333333333,52.7272727272727,NA,NA,68,40,60,51.3333333333333,"Public","Male"
60,60,40,NA,50,NA,80,58.6206896551724,"Public","Female"
56.6666666666667,70.9090909090909,NA,60,65,40,60,62.5,"Public","Male"
70,78.1818181818182,NA,NA,60,60,80,70.3225806451613,"Public","Male"
65,41.8181818181818,NA,NA,70,80,80,56.7741935483871,"Public","Female"
81.6666666666667,81.8181818181818,NA,NA,65,80,80,79.3103448275862,"Public","Female"
56.6666666666667,70.9090909090909,NA,NA,60,20,100,60.6451612903226,"Public","Female"
30,38.1818181818182,NA,NA,55,20,20,35.3333333333333,"Public","Female"
51.6666666666667,52.7272727272727,NA,60,40,30,60,50,"Public","Female"
80,78.1818181818182,NA,NA,60,NA,80,76.4285714285714,"Public","Female"
